,ISO3,Name,Year,Start Date,Event Name,Hazard Category,Hazard Type,New Displacements,latitude,longitude
581,MYS,Malaysia,2015,18-12-15,Labuan landslide,Geophysical,Mass movement,22.0,2.3923759,112.8471939
582,MYS,Malaysia,2015,06-06-15,Hulu Selangor landslide,Geophysical,Mass movement,38.0,2.3923759,112.8471939
583,MYS,Malaysia,2015,20-01-15,Sabah flood,Weather related,Flood,4134.0,2.3923759,112.8471939
584,MYS,Malaysia,2015,11-02-15,Bintulu flood (Feb),Weather related,Flood,476.0,2.3923759,112.8471939
585,MYS,Malaysia,2015,11-04-15,Perak flood,Weather related,Flood,367.0,2.3923759,112.8471939
586,MYS,Malaysia,2015,01-12-15,Terengganu floods,Weather related,Flood,199.0,2.3923759,112.8471939
587,MYS,Malaysia,2015,16-09-15,Perlis and Kedah floods,Weather related,Flood,438.0,2.3923759,112.8471939
588,MYS,Malaysia,2015,14-01-15,Sarawak floods (January),Weather related,Flood,10512.0,2.3923759,112.8471939
589,MYS,Malaysia,2016,07-03-16,Sarawak Floods,Weather related,Flood,34.0,2.3923759,112.8471939
590,MYS,Malaysia,2016,27-02-16,February Floods (3rd wave),Weather related,Flood,631.0,2.3923759,112.8471939
591,MYS,Malaysia,2016,01-01-16,Johor floods,Weather related,Flood,132.0,2.3923759,112.8471939
592,MYS,Malaysia,2016,28-11-16,Terengganu Floods,Weather related,Flood,330.0,2.3923759,112.8471939
593,MYS,Malaysia,2016,26-12-16,East Coast Monsoon,Weather related,Flood,6000.0,2.3923759,112.8471939
594,MYS,Malaysia,2016,19-09-16,Northwest Peninsula Malaysia,Weather related,Flood,1140.0,2.3923759,112.8471939
595,MYS,Malaysia,2016,01-02-16,February Floods (1st wave),Weather related,Flood,9625.0,2.3923759,112.8471939
596,MYS,Malaysia,2016,25-12-16,Terengganu floods,Weather related,Flood,112.0,2.3923759,112.8471939
597,MYS,Malaysia,2016,17-07-16,Penang and Kedah Floods,Weather related,Flood,471.0,2.3923759,112.8471939
598,MYS,Malaysia,2017,19-04-17,Raub Flash Floods,Weather related,Flood,6.0,2.3923759,112.8471939
599,MYS,Malaysia,2017,02-05-17,Perak Floods (May),Weather related,Flood,129.0,2.3923759,112.8471939
600,MYS,Malaysia,2017,20-03-17,Perak Floods (March),Weather related,Flood,378.0,2.3923759,112.8471939
601,MYS,Malaysia,2017,26-06-17,Batu Pabat Dam Overflow,Weather related,Flood,43.0,2.3923759,112.8471939
602,MYS,Malaysia,2017,20-01-17,Malaysia: Country-wide floods - January 2017,Weather related,Flood,15000.0,2.3923759,112.8471939
603,MYS,Malaysia,2017,18-10-17,Malaysia: Floods - Sabah - 18/10/2017,Weather related,Flood,4161.0,2.3923759,112.8471939
604,MYS,Malaysia,2017,08-12-17,Malaysia: Floods - Terengganu - 8/12/2017,Weather related,Flood,280.0,2.3923759,112.8471939
605,MYS,Malaysia,2017,08-12-17,Malaysia: Floods - Kedah - 8/12/2017,Weather related,Flood,46.0,2.3923759,112.8471939
606,MYS,Malaysia,2017,17-06-17,Selangor and Perka Flash Flood (June 17),Weather related,Flood,446.0,2.3923759,112.8471939
607,MYS,Malaysia,2017,11-10-17,Malaysia: Floods - Kedah - 11/10/2017,Weather related,Flood,279.0,2.3923759,112.8471939
608,MYS,Malaysia,2017,03-09-17,Malaysia: Flash Floods - Kedah - 3/9/2017,Weather related,Flood,66.0,2.3923759,112.8471939
609,MYS,Malaysia,2017,17-10-17,Malaysia: Floods - Kota Belud - 18/10/2017,Weather related,Flood,119.0,2.3923759,112.8471939
610,MYS,Malaysia,2017,20-10-17,Malaysia: Landslide - Sabah - 20/10/2017,Geophysical,Dry mass movement,68.0,2.3923759,112.8471939
611,MYS,Malaysia,2017,26-04-17,Perak and Selangor Floods (Apr 24-30),Weather related,Flood,186.0,2.3923759,112.8471939
612,MYS,Malaysia,2017,04-11-17,"Malaysia: Floods/Tropical Depression 29 - Penang, Kedah - 4/11/2017",Weather related,Flood,11251.0,2.3923759,112.8471939
613,MYS,Malaysia,2017,11-05-17,Ipoh Flood,Weather related,Flood,400.0,2.3923759,112.8471939
614,MYS,Malaysia,2017,02-09-17,Malaysia: Floods - Pahang - 2/9/2017,Weather related,Flood,49.0,2.3923759,112.8471939
615,MYS,Malaysia,2017,19-09-17,Malaysia: Floods - Johor - 19/9/2017,Weather related,Flood,414.0,2.3923759,112.8471939
616,MYS,Malaysia,2017,09-09-17,Malaysia: Floods - Negeri Sembilan - 9/9/2017,Weather related,Flood,76.0,2.3923759,112.8471939
617,MYS,Malaysia,2017,15-09-17,Malaysia: Floods - Kedah - 15/9/2017,Weather related,Flood,593.0,2.3923759,112.8471939
618,MYS,Malaysia,2017,18-04-17,Gombak Flash Floods,Weather related,Flood,191.0,2.3923759,112.8471939
619,MYS,Malaysia,2017,02-12-17,Malaysia: Floods - Pahang - 2/12/2017,Weather related,Flood,250.0,2.3923759,112.8471939
620,MYS,Malaysia,2017,10-08-17,Melaka floods (August 2017),Weather related,Flood,1179.0,2.3923759,112.8471939
621,MYS,Malaysia,2017,13-12-17,Malaysia: Floods - Johor - 13/12/2017,Weather related,Flood,36.0,2.3923759,112.8471939
622,MYS,Malaysia,2017,28-11-17,Malaysia: Floods - Perlis - 28/11/2017,Weather related,Flood,156.0,2.3923759,112.8471939
623,MYS,Malaysia,2017,14-11-17,Malaysia: Floods - Kedah - 14/11/2017,Weather related,Flood,1428.0,2.3923759,112.8471939
624,MYS,Malaysia,2017,15-11-17,Malaysia: Storm - Johor - 15/11/2017,Weather related,Storm,5.0,2.3923759,112.8471939
625,MYS,Malaysia,2017,21-09-17,Malaysia: Floods - Kedah - 21/9/2017,Weather related,Flood,5876.0,2.3923759,112.8471939
626,MYS,Malaysia,2017,14-11-17,Malaysia: Floods - Selangor - 14/11/2017,Weather related,Flood,100.0,2.3923759,112.8471939
627,MYS,Malaysia,2017,27-11-17,"Malaysia: Floods - Floods - Kelantan, Terengganu, Perlis - 27/11/2017",Weather related,Flood,26134.0,2.3923759,112.8471939
628,MYS,Malaysia,2017,11-05-17,Temerloh Floods,Weather related,Flood,959.0,2.3923759,112.8471939
629,MYS,Malaysia,2017,11-08-17,Johor floods (August 2017),Weather related,Flood,213.0,2.3923759,112.8471939
630,MYS,Malaysia,2017,14-08-17,Perak floods (August 2017),Weather related,Flood,65.0,2.3923759,112.8471939
631,MYS,Malaysia,2017,21-09-17,Malaysia: Floods - Penang - 21/9/2017,Weather related,Flood,809.0,2.3923759,112.8471939
632,MYS,Malaysia,2017,02-03-17,Pahang Floods (Mar 2),Weather related,Flood,206.0,2.3923759,112.8471939
633,MYS,Malaysia,2017,18-09-17,Malaysia: Floods - Melaka - 18/9/2017,Weather related,Flood,137.0,2.3923759,112.8471939
634,MYS,Malaysia,2017,27-08-17,Malaysia: Floods - Sabah - 27/8/2017,Weather related,Flood,128.0,2.3923759,112.8471939
635,MYS,Malaysia,2017,26-06-17,Melaka Floods (June 26),Weather related,Flood,200.0,2.3923759,112.8471939
636,MYS,Malaysia,2017,11-12-17,"Malaysia, Philippines: Tropical Depression Urduja / Kai-Tak - 12/12/2017",Weather related,Storm,830.0,2.3923759,112.8471939
637,MYS,Malaysia,2017,14-11-17,Malaysia: Flash Floods - Johor - 14/11/2017,Weather related,Flood,93.0,2.3923759,112.8471939
638,MYS,Malaysia,2017,12-12-17,Malaysia: Floods - Sabah - 12/12/2017,Weather related,Flood,1987.0,2.3923759,112.8471939
639,MYS,Malaysia,2017,12-12-17,Malaysia: Floods - Negeri Sembilan - 12/12/2017,Weather related,Flood,122.0,2.3923759,112.8471939
640,MYS,Malaysia,2017,13-08-17,Sabah Floods (14 August),Weather related,Flood,160.0,2.3923759,112.8471939
641,MYS,Malaysia,2017,04-09-17,Malaysia: Floods - Melaka - 4/9/2017,Weather related,Flood,10.0,2.3923759,112.8471939
642,MYS,Malaysia,2017,30-11-17,Malaysia: Floods - Perak - 30/11/2017,Weather related,Flood,1198.0,2.3923759,112.8471939
643,MYS,Malaysia,2017,11-09-17,"China, Malaysia, Philippines, Thailand, VietNam: Typhoon Doksuri - 11/9/2017",Weather related,Storm,850.0,2.3923759,112.8471939
644,MYS,Malaysia,2017,22-09-17,Malaysia: Floods - Perlis - 22/9/2017,Weather related,Flood,4206.0,2.3923759,112.8471939
645,MYS,Malaysia,2017,26-02-17,Sarawak Floods,Weather related,Flood,830.0,2.3923759,112.8471939
646,MYS,Malaysia,2017,03-09-17,Malaysia: Flood - Selangor - 3/9/2017,Weather related,Flood,45.0,2.3923759,112.8471939
647,NAM,Namibia,2008,30-01-08,,Weather related,Flood,,-23.2335499,17.3231107
648,NAM,Namibia,2009,01-01-09,,Weather related,Flood,54581.0,-23.2335499,17.3231107
649,NAM,Namibia,2010,01-01-10,,Weather related,Flood,11000.0,-23.2335499,17.3231107
650,NAM,Namibia,2011,01-01-11,,Weather related,Flood,60000.0,-23.2335499,17.3231107
651,NAM,Namibia,2012,01-01-12,,Weather related,Flood,400.0,-23.2335499,17.3231107
652,NAM,Namibia,2013,03-01-13,Caprivi region flood,Weather related,Flood,17915.0,-23.2335499,17.3231107
653,NAM,Namibia,2014,01-03-14,Zambezi flood,Weather related,Flood,63.0,-23.2335499,17.3231107
654,NAM,Namibia,2014,01-03-14,River Kunene overflowing,Weather related,Flood,100.0,-23.2335499,17.3231107
655,NAM,Namibia,2015,01-01-15,Floods in Omusati region and Karas region,Weather related,Flood,8.0,-23.2335499,17.3231107
656,NAM,Namibia,2017,18-12-17,Namibia: Storm - Kavango-East - 18/12/2017,Weather related,Storm,2.0,-23.2335499,17.3231107
657,NAM,Namibia,2017,01-01-17,Namibia: Floods - Northern regions - 01/01/2018,Weather related,Flood,3331.0,-23.2335499,17.3231107
658,NAM,Namibia,2017,11-10-17,Namibia: Storm - Bushenyi - 11/10/2017,Weather related,Storm,28.0,-23.2335499,17.3231107
659,NCL,New Caledonia,2011,01-01-11,Tropical Cyclone Vania,Weather related,Storm,,-21.3019905,165.4880773
660,NCL,New Caledonia,2011,01-01-11,Tropical Cyclone Zelia,Weather related,Storm,,-21.3019905,165.4880773
661,NCL,New Caledonia,2017,08-05-17,Tropical Cyclone Donna,Weather related,Storm,224.0,-21.3019905,165.4880773
662,NCL,New Caledonia,2017,06-04-17,Tropical Cyclone Cook,Weather related,Storm,350.0,-21.3019905,165.4880773
663,NER,Niger,2008,01-07-08,,Weather related,Flood,4300.0,17.7356214,9.3238432
664,NER,Niger,2009,01-01-09,,Weather related,Flood,5560.0,17.7356214,9.3238432
665,NER,Niger,2010,01-01-10,,Weather related,Flood,198740.0,17.7356214,9.3238432
666,NER,Niger,2010,01-01-10,,Weather related,Flood,6615.0,17.7356214,9.3238432
667,NER,Niger,2011,01-01-11,,Weather related,Flood,28175.0,17.7356214,9.3238432
668,NER,Niger,2012,01-01-12,,Weather related,Flood,10000.0,17.7356214,9.3238432
669,NER,Niger,2012,01-01-12,,Weather related,Flood,530000.0,17.7356214,9.3238432
670,NER,Niger,2013,24-04-13,Niger Rainy Season Floods,Weather related,Flood,200961.0,17.7356214,9.3238432
671,NER,Niger,2014,01-07-14,Niger rainy season,Weather related,Flood,47484.0,17.7356214,9.3238432
672,NER,Niger,2015,20-08-15,Summer floods across Niger,Weather related,Flood,38321.0,17.7356214,9.3238432
673,NER,Niger,2016,01-07-16,Summer floods - NIGER,Weather related,Flood,46000.0,17.7356214,9.3238432
674,NER,Niger,2017,13-06-17,Niamey and Tillabòi Flash Flood,Weather related,Flood,2252.0,17.7356214,9.3238432
675,NER,Niger,2017,26-08-17,Niger: Niamey floods - 31/08/2017,Weather related,Flood,1248.0,17.7356214,9.3238432
676,NER,Niger,2017,13-06-17,Niger: Flood - rainy season - September 2017,Weather related,Flood,185000.0,17.7356214,9.3238432
677,NGA,Nigeria,2009,01-01-09,,Weather related,Flood,140000.0,9.6000359,7.9999721
678,NGA,Nigeria,2010,01-01-10,,Weather related,Flood,560000.0,9.6000359,7.9999721
679,NGA,Nigeria,2011,01-01-11,,Weather related,Flood,,9.6000359,7.9999721
680,NGA,Nigeria,2011,01-01-11,,Weather related,Flood,500.0,9.6000359,7.9999721
681,NGA,Nigeria,2011,01-01-11,,Weather related,Flood,1800.0,9.6000359,7.9999721
682,NGA,Nigeria,2011,01-01-11,,Weather related,Storm,,9.6000359,7.9999721
683,NGA,Nigeria,2011,01-01-11,,Weather related,Flood,4000.0,9.6000359,7.9999721
684,NGA,Nigeria,2012,01-01-12,,Weather related,Flood,23000.0,9.6000359,7.9999721
685,NGA,Nigeria,2012,01-01-12,,Weather related,Flood,6088580.0,9.6000359,7.9999721
686,NGA,Nigeria,2013,15-07-13,Floods of the Niger basin,Weather related,Flood,117420.0,9.6000359,7.9999721
687,NGA,Nigeria,2014,01-08-14,Lugbe floods,Weather related,Flood,276.0,9.6000359,7.9999721
688,NGA,Nigeria,2014,26-07-14,Sokoto State flood/Kalmalo river overflown,Weather related,Flood,500.0,9.6000359,7.9999721
689,NGA,Nigeria,2014,01-10-14,Makurdi flood,Weather related,Flood,110.0,9.6000359,7.9999721
690,NGA,Nigeria,2014,01-01-14,Katsina flood,Weather related,Flood,920.0,9.6000359,7.9999721
691,NGA,Nigeria,2014,28-06-14,Calabar floods,Weather related,Flood,276.0,9.6000359,7.9999721
692,NGA,Nigeria,2014,01-09-14,Ebonyi river flood,Weather related,Flood,920.0,9.6000359,7.9999721
693,NGA,Nigeria,2015,11-08-15,Floods in the South-eastern and North-western states,Weather related,Flood,2070.0,9.6000359,7.9999721
694,NGA,Nigeria,2015,01-08-15,Floods from heavy rain and failure of Dadin Kowa Dam in Gombe State and Kiri Dam in Adamawa State,Weather related,Flood,90860.0,9.6000359,7.9999721
695,NGA,Nigeria,2015,01-10-15,Cross River floods,Weather related,Flood,5490.0,9.6000359,7.9999721
696,NGA,Nigeria,2015,07-09-15,Zamfara state flood,Weather related,Flood,2000.0,9.6000359,7.9999721
697,NGA,Nigeria,2016,21-06-16,Nasarawa floods,Weather related,Flood,675.0,9.6000359,7.9999721
698,NGA,Nigeria,2016,04-07-16,Sokoto Floods (1st wave),Weather related,Flood,234.0,9.6000359,7.9999721
699,NGA,Nigeria,2016,20-09-16,Jigawa floods,Weather related,Flood,29867.0,9.6000359,7.9999721
700,NGA,Nigeria,2016,21-07-16,Sokoto Floods (2nd wave),Weather related,Flood,2633.0,9.6000359,7.9999721
701,NGA,Nigeria,2016,01-08-16,North and eastern floods,Weather related,Flood,24759.0,9.6000359,7.9999721
702,NGA,Nigeria,2016,17-08-16,"North, Central and Western floods",Weather related,Flood,10990.0,9.6000359,7.9999721
703,NGA,Nigeria,2016,10-09-16,Owerri floods,Weather related,Flood,135.0,9.6000359,7.9999721
704,NGA,Nigeria,2016,06-10-16,Lagos and Ogun Floods,Weather related,Flood,3440.0,9.6000359,7.9999721
705,NGA,Nigeria,2016,12-06-16,Ebonyi Floods,Weather related,Flood,5000.0,9.6000359,7.9999721
706,NGA,Nigeria,2017,31-08-17,Nigeria: Flood - Benue - August 2017,Weather related,Flood,110000.0,9.6000359,7.9999721
707,NGA,Nigeria,2017,26-05-17,"Jere, Kaga, Konduga and Maiduguri Metropolitan Council IDPs Sites Storms",Weather related,Storm,2006.0,9.6000359,7.9999721
708,NGA,Nigeria,2017,07-09-17,Nigeria: Flood - Kogi State - September 2017,Weather related,Flood,10000.0,9.6000359,7.9999721
709,NIC,Nicaragua,2008,18-10-08,,Weather related,Flood,13000.0,12.3724928,-84.8700308
710,NIC,Nicaragua,2008,24-09-08,,Weather related,Flood,3000.0,12.3724928,-84.8700308
711,NIC,Nicaragua,2008,29-05-08,,Weather related,Storm,1390.0,12.3724928,-84.8700308
712,NIC,Nicaragua,2008,26-11-08,,Weather related,Flood,1500.0,12.3724928,-84.8700308
713,NIC,Nicaragua,2009,01-01-09,,Weather related,Flood,,12.3724928,-84.8700308
714,NIC,Nicaragua,2009,01-01-09,,Weather related,Flood,,12.3724928,-84.8700308
715,NIC,Nicaragua,2009,01-01-09,Hurricane 'Ida',Weather related,Storm,,12.3724928,-84.8700308
716,NIC,Nicaragua,2010,01-01-10,Tropical storm 'Alex',Weather related,Storm,,12.3724928,-84.8700308
717,NIC,Nicaragua,2010,01-01-10,Tropical storm Matthew,Weather related,Flood,13000.0,12.3724928,-84.8700308
718,NIC,Nicaragua,2010,01-01-10,,Weather related,Flood,,12.3724928,-84.8700308
719,NIC,Nicaragua,2010,01-01-10,,Weather related,Flood,48000.0,12.3724928,-84.8700308
720,NIC,Nicaragua,2011,01-01-11,,Weather related,Flood,10278.0,12.3724928,-84.8700308
721,NIC,Nicaragua,2012,01-01-12,,Geophysical,Volcanic eruption,,12.3724928,-84.8700308
722,NIC,Nicaragua,2013,06-11-13,Prinzapolka flood,Weather related,Flood,161.0,12.3724928,-84.8700308
723,NIC,Nicaragua,2014,09-10-14,"Rivas, Granada, Rio San Juan de Nicaragua and Chinandega floods (General October floods)",Weather related,Flood,32000.0,12.3724928,-84.8700308
724,NIC,Nicaragua,2014,13-07-14,Southern territories flood,Weather related,Flood,834.0,12.3724928,-84.8700308
725,NIC,Nicaragua,2014,10-04-14,Managua Lake/Leon earthquake,Geophysical,Earthquake,1585.0,12.3724928,-84.8700308
726,NIC,Nicaragua,2014,13-10-14,Jiquilillo earthquake (Central America earthquake),Geophysical,Earthquake,500.0,12.3724928,-84.8700308
727,NIC,Nicaragua,2015,09-07-15,Escondido river overflow,Weather related,Flood,404.0,12.3724928,-84.8700308
728,NIC,Nicaragua,2015,02-06-15,Floods in Managua and other provinces,Weather related,Flood,619.0,12.3724928,-84.8700308
729,NIC,Nicaragua,2015,01-12-15,Mt Momotombo eruption,Geophysical,Volcanic activity,48.0,12.3724928,-84.8700308
730,NIC,Nicaragua,2016,09-07-16,Nicaraguan Caribbean Coast Floods,Weather related,Flood,4698.0,12.3724928,-84.8700308
731,NIC,Nicaragua,2016,18-10-16,"Managua, Matagalpa and Chontales Floods",Weather related,Flood,82.0,12.3724928,-84.8700308
732,NIC,Nicaragua,2016,11-12-16,"Laguna de Perlas, Kukra Hill, Bluefields, Nueva Guinea, and El Rama Floods",Weather related,Flood,331.0,12.3724928,-84.8700308
733,NIC,Nicaragua,2016,21-11-16,Hurricane Otto,Weather related,Storm,11678.0,12.3724928,-84.8700308
734,NIC,Nicaragua,2016,09-06-16,Nicaragua Earthquake,Geophysical,Earthquake,1400.0,12.3724928,-84.8700308
735,NIC,Nicaragua,2016,28-06-16,Nicaraguan Caribbean Coast Rain,Weather related,Flood,171.0,12.3724928,-84.8700308
736,NIC,Nicaragua,2017,25-08-17,Nicaragua-Fonseca River flood-Boaco (25/08/2017),Weather related,Flood,590.0,12.3724928,-84.8700308
737,NIC,Nicaragua,2017,24-10-17,Nicaragua: Flash flooding- 6 departments (24/10/2017),Weather related,Flood,2000.0,12.3724928,-84.8700308
738,NIC,Nicaragua,2017,05-10-17,"Costa Rica ; Honduras, Nicaragua ;Panama; United States: Tropical storm Nate - 05/10/2017",Weather related,Storm,17390.0,12.3724928,-84.8700308
739,NOR,Norway,2011,01-01-11,,Weather related,Storm,,64.5731537,11.5280364395482
740,NOR,Norway,2014,18-01-14,L?dals?yri fire,Weather related,Wildfire,300.0,64.5731537,11.5280364395482
741,NOR,Norway,2014,29-01-14,Fr?ya fire,Weather related,Wildfire,180.0,64.5731537,11.5280364395482
742,NOR,Norway,2014,28-10-14,Fires in Sogn og Fjordane and Hordaland counties,Weather related,Flood,200.0,64.5731537,11.5280364395482
743,NOR,Norway,2015,04-12-15,Storm Synne,Weather related,Flood,220.0,64.5731537,11.5280364395482
744,NOR,Norway,2016,07-11-16,Longyearbyen Storm,Weather related,Storm,259.0,64.5731537,11.5280364395482
745,NOR,Norway,2017,21-02-17,Norway: Avalanche - Svalbard - 21/02/2017,Weather related,Wet mass movement,200.0,64.5731537,11.5280364395482
746,NOR,Norway,2017,30-09-17,Norway: Flood -Kristiansand - 30/09/2017,Weather related,Flood,20.0,64.5731537,11.5280364395482
747,NPL,Nepal,2008,01-07-08,,Weather related,Flood,70000.0,28.1083929,84.0917139
748,NPL,Nepal,2008,22-09-08,,Weather related,Flood,180000.0,28.1083929,84.0917139
749,NPL,Nepal,2009,01-01-09,,Weather related,Flood,18300.0,28.1083929,84.0917139
750,NPL,Nepal,2010,01-01-10,,Weather related,Flood,,28.1083929,84.0917139
751,NPL,Nepal,2010,01-01-10,,Weather related,Flood,,28.1083929,84.0917139
752,NPL,Nepal,2011,01-01-11,,Weather related,Wet mass movement,,28.1083929,84.0917139
753,NPL,Nepal,2011,01-01-11,,Weather related,Wet mass movement,,28.1083929,84.0917139
754,NPL,Nepal,2011,01-01-11,,Weather related,Flood,,28.1083929,84.0917139
755,NPL,Nepal,2011,01-01-11,,Geophysical,Earthquake,46476.0,28.1083929,84.0917139
756,NPL,Nepal,2012,01-01-12,,Weather related,Flood,,28.1083929,84.0917139
757,NPL,Nepal,2012,01-01-12,,Weather related,Flood,600.0,28.1083929,84.0917139
758,NPL,Nepal,2013,01-06-13,Monsoon Floods,Weather related,Flood,12474.0,28.1083929,84.0917139
759,NPL,Nepal,2014,02-08-14,Sindhupalanchok landslide,Weather related,Wet mass movement,40000.0,28.1083929,84.0917139
760,NPL,Nepal,2014,14-08-14,"Floods in Siraha, Dang, Surkhet, Banke, Bardiya and Kailali districts",Weather related,Flood,34400.0,28.1083929,84.0917139
761,NPL,Nepal,2015,29-07-15,Kaski landslide,Weather related,Wet mass movement,95.0,28.1083929,84.0917139
762,NPL,Nepal,2015,25-04-15,Gorkha earthquake,Geophysical,Earthquake,2622733.0,28.1083929,84.0917139
763,NPL,Nepal,2016,01-07-16,Monsoon floods and landslides,Weather related,Flood,30315.0,28.1083929,84.0917139
764,NPL,Nepal,2016,03-03-16,Forest Fires,Weather related,Wildfire,1023.0,28.1083929,84.0917139
765,NPL,Nepal,2017,11-08-17,Nepal : monsoon floods - 35 districts - 11/08/2017,Weather related,Flood,380963.0,28.1083929,84.0917139
766,NPL,Nepal,2017,14-04-17,Nepal : Phidim wildfire - 14/04/2017,Weather related,Wildfire,22.0,28.1083929,84.0917139
767,NPL,Nepal,2017,05-07-17,Nepal: Saptari Floods - Jul 2017,Weather related,Flood,1500.0,28.1083929,84.0917139
768,NPL,Nepal,2017,30-06-17,Nepal : Landslides 15  districts  - Jul 2017,Weather related,Wet mass movement,120.0,28.1083929,84.0917139
769,NPL,Nepal,2017,25-05-17,"Nepal : Wind Storm  - Dang, Chitawan, Siraha, Rautahat, Bardiya, Dhanusha, Jhapa, Morang - 23/05/2017 (year report)",Weather related,Storm,697.0,28.1083929,84.0917139
770,NPL,Nepal,2017,22-12-17,"Nepal : Landslides Okhaldhunga, Khotang,Palpa,Lalitpur,Lalitpur,Dhading, Solukhumbu, Shankhuwasabha, Bajura   - 22/09/2017 (year report)",Weather related,Wet mass movement,602.0,28.1083929,84.0917139
771,NZL,New Zealand,2010,01-01-10,,Geophysical,Earthquake,250.0,-41.5000831,172.8344077
772,NZL,New Zealand,2011,01-01-11,,Geophysical,Earthquake,2000.0,-41.5000831,172.8344077
773,NZL,New Zealand,2011,01-01-11,,Geophysical,Earthquake,300.0,-41.5000831,172.8344077
774,NZL,New Zealand,2012,01-01-12,,Weather related,Storm,450.0,-41.5000831,172.8344077
775,NZL,New Zealand,2013,15-04-13,Upper North Island and Nelson Storm,Weather related,Storm,50.0,-41.5000831,172.8344077
776,NZL,New Zealand,2013,16-10-13,Wanganui River Burst,Weather related,Flood,160.0,-41.5000831,172.8344077
777,NZL,New Zealand,2015,13-03-15,Cyclone Pam,Weather related,Storm,40.0,-41.5000831,172.8344077
778,NZL,New Zealand,2015,20-06-15,North Island floods,Weather related,Flood,400.0,-41.5000831,172.8344077
779,NZL,New Zealand,2016,23-03-16,South Island Floods,Weather related,Flood,254.0,-41.5000831,172.8344077
780,NZL,New Zealand,2016,14-11-16,Wellington floods,Weather related,Flood,30.0,-41.5000831,172.8344077
781,NZL,New Zealand,2016,17-04-16,Coromandel Peninsula,Weather related,Flood,5.0,-41.5000831,172.8344077
782,NZL,New Zealand,2016,14-11-16,Kaikoura Earthquake,Geophysical,Earthquake,1500.0,-41.5000831,172.8344077
783,NZL,New Zealand,2017,13-02-17,New Zealand : Hawke's Bay fires  - 13/02/2017,Weather related,Wildfire,80.0,-41.5000831,172.8344077
784,NZL,New Zealand,2017,23-07-17,New Zealand : Otago and Canterbury floods - 23/07/2017,Weather related,Flood,1000.0,-41.5000831,172.8344077
785,NZL,New Zealand,2017,04-04-17,New Zealand : Whakatane-Edgecumbe  Floods (Impact of TC Debbie)  - 04/04/2017,Weather related,Flood,2000.0,-41.5000831,172.8344077
786,NZL,New Zealand,2017,06-04-17,New Zealand :  Whanganui floods (Impact of TC Debbie) - North Island -  Manawatu-Wanganui region - 06/04/2017,Weather related,Flood,170.0,-41.5000831,172.8344077
787,NZL,New Zealand,2017,15-02-17,New Zealand : Christchurch Port Hills fires - Canterbury- 15/02/2017,Weather related,Wildfire,1000.0,-41.5000831,172.8344077
788,NZL,New Zealand,2017,11-04-17,New Zealand : Bay of Plenty floods (ex TC Cook) - North Island -   Cape Runaway - 11/04/2017,Weather related,Flood,2000.0,-41.5000831,172.8344077
789,OMN,Oman,2010,01-01-10,Cyclone 'Phet',Weather related,Storm,,21.0000287,57.0036901
790,OMN,Oman,2011,01-01-11,,Weather related,Storm,,21.0000287,57.0036901
791,OMN,Oman,2013,01-04-13,Shinas flood,Weather related,Flood,350.0,21.0000287,57.0036901
792,OMN,Oman,2017,16-12-17,Oman; UAE: flash floods - 16/12/2017,Weather related,Flood,120.0,21.0000287,57.0036901
793,OMN,Oman,2017,24-01-17,Oman: flash floods - Batnah - 24/01/2017,Weather related,Flood,200.0,21.0000287,57.0036901
794,PAK,Pakistan,2008,08-02-08,,Weather related,Flood,82000.0,30.3308401,71.247499
795,PAK,Pakistan,2008,29-10-08,,Geophysical,Earthquake,7000.0,30.3308401,71.247499
796,PAK,Pakistan,2008,08-09-08,,Weather related,Flood,200.0,30.3308401,71.247499
797,PAK,Pakistan,2009,01-01-09,,Weather related,Flood,,30.3308401,71.247499
798,PAK,Pakistan,2009,01-01-09,,Weather related,Flood,,30.3308401,71.247499
799,PAK,Pakistan,2009,01-01-09,,Weather related,Flood,84290.0,30.3308401,71.247499
800,PAK,Pakistan,2010,01-01-10,,Weather related,Flood,11000000.0,30.3308401,71.247499
801,PAK,Pakistan,2010,01-01-10,,Weather related,Flood,,30.3308401,71.247499
802,PAK,Pakistan,2010,01-01-10,,Weather related,Wet mass movement,,30.3308401,71.247499
803,PAK,Pakistan,2010,01-01-10,,Weather related,Flood,,30.3308401,71.247499
804,PAK,Pakistan,2010,01-01-10,,Weather related,Flood,,30.3308401,71.247499
805,PAK,Pakistan,2010,01-01-10,,Weather related,Wet mass movement,,30.3308401,71.247499
806,PAK,Pakistan,2010,01-01-10,Cyclone 'Phet',Weather related,Storm,60000.0,30.3308401,71.247499
807,PAK,Pakistan,2011,01-01-11,,Weather related,Flood,300000.0,30.3308401,71.247499
808,PAK,Pakistan,2011,01-01-11,,Geophysical,Earthquake,,30.3308401,71.247499
809,PAK,Pakistan,2012,01-01-12,,Weather related,Flood,1856570.0,30.3308401,71.247499
810,PAK,Pakistan,2013,24-09-13,Baluchistan earthquakes (September),Geophysical,Earthquake,205619.0,30.3308401,71.247499
811,PAK,Pakistan,2013,16-04-13,Iran earthquakes cause Pakistan displacement(April),Geophysical,Earthquake,78000.0,30.3308401,71.247499
812,PAK,Pakistan,2013,01-07-13,Monsoon floods,Weather related,Flood,123817.0,30.3308401,71.247499
