ISO3,Name,Year,Start Date,Event Name,Hazard Category,Hazard Type,New Displacements
SLB,Solomon Islands,2012,01-01-12,,Weather related,Flood,47
SLB,Solomon Islands,2012,01-01-12,,Weather related,Storm,1000
SLB,Solomon Islands,2013,02-06-13,Solomon Islands Tsunami,Geophysical,Earthquake,3500
SLB,Solomon Islands,2014,03-04-14,Honiara floods,Weather related,Flood,9000
SLB,Solomon Islands,2015,09-03-15,Cyclone Pam,Weather related,Storm,1000
SLB,Solomon Islands,2016,09-12-16,Makira Earthquake,Geophysical,Earthquake,1328
SLB,Solomon Islands,2017,05-12-17,"Solomon Islands: Floods, Guadalcanal Province - 05/12/2018",Weather related,Flood,575
SLE,Sierra Leone,2009,01-01-09,,Weather related,Flood,
SLE,Sierra Leone,2010,01-01-10,,Weather related,Wet mass movement,
SLE,Sierra Leone,2010,01-01-10,,Weather related,Flood,
SLE,Sierra Leone,2011,01-01-11,,Weather related,Flood,
SLE,Sierra Leone,2013,09-04-13,Storm,Weather related,Storm,6180
SLE,Sierra Leone,2013,02-01-13,Harmatten Wildfires,Weather related,Wildfire,2257
SLE,Sierra Leone,2017,14-08-17,Sierra Leone: Landslide - Freetown - 14/08/2017,Weather related,Wet mass movement,11816
SLV,El Salvador,2008,16-10-08,,Weather related,Flood,95
SLV,El Salvador,2009,01-01-09,Hurricane 'Ida',Weather related,Storm,15000
SLV,El Salvador,2010,01-01-10,Tropical storm 'Alex',Weather related,Storm,
SLV,El Salvador,2010,01-01-10,Tropical storm Matthew,Weather related,Storm,
SLV,El Salvador,2010,01-01-10,Hurricane Agatha,Weather related,Storm,15508
SLV,El Salvador,2011,01-01-11,,Weather related,Flood,59854
SLV,El Salvador,2013,29-12-13,Chaparrastique volcano,Geophysical,Volcanic eruption,2300
SLV,El Salvador,2014,13-10-14,La Union coast arthquake,Geophysical,Earthquake,22
SLV,El Salvador,2015,19-10-15,Floods across El Salvador,Weather related,Flood,198
SLV,El Salvador,2015,02-05-15,Pacific coast storm surge,Weather related,Flood,1784
SLV,El Salvador,2016,01-07-16,Usulutan and Sonsonate flood,Weather related,Flood,67
SLV,El Salvador,2016,24-06-16,Usulutan and San Salvador flood,Weather related,Flood,17
SLV,El Salvador,2016,18-10-16,Eastern regions floods,Weather related,Flood,387
SLV,El Salvador,2016,24-09-16,Tejutepeque-Cinquera Landslide,Weather related,Wet mass movement,4
SLV,El Salvador,2017,13-06-17,"La Paz, La Libertad, Sonsonate, Morazn and Chalatenango Floods",Weather related,Flood,389
SOM,Somalia,2008,11-03-08,,Weather related,Flood,12000
SOM,Somalia,2009,01-01-09,,Weather related,Flood,
SOM,Somalia,2010,01-01-10,,Weather related,Flood,5000
SOM,Somalia,2010,01-01-10,,Weather related,Flood,200
SOM,Somalia,2012,01-01-12,,Weather related,Storm,28000
SOM,Somalia,2013,01-08-13,August Flooding Somalia,Weather related,Flood,4800
SOM,Somalia,2013,10-11-13,Somalia Cyclone,Weather related,Storm,4700
SOM,Somalia,2013,15-03-13,April Flooding Somalia,Weather related,Flood,50000
SOM,Somalia,2014,01-05-14,Middle Shabelle region flood,Weather related,Flood,1175
SOM,Somalia,2014,01-04-14,Gedo region flood,Weather related,Flood,7050
SOM,Somalia,2014,24-10-14,Shabelle river floods,Weather related,Flood,21000
SOM,Somalia,2014,09-10-14,Berbera flash floods,Weather related,Flood,840
SOM,Somalia,2014,24-05-14,Lower Juba flood,Weather related,Flood,6000
SOM,Somalia,2015,02-11-15,Cyclone Chapala,Weather related,Storm,820
SOM,Somalia,2015,01-03-15,Mudug flood,Weather related,Flood,4700
SOM,Somalia,2015,09-11-15,Cyclone Megh,Weather related,Storm,2700
SOM,Somalia,2015,01-05-15,Shabeellaha Dhexe floods,Weather related,Flood,6815
SOM,Somalia,2015,01-05-15,Mudug and Lower Juba floods,Weather related,Flood,2350
SOM,Somalia,2015,19-10-15,Shabelle basin flood,Weather related,Flood,41500
SOM,Somalia,2016,01-05-16,Belet Weyne floods,Weather related,Flood,70000
SOM,Somalia,2017,02-09-17,Somalia: Wildfire - Togdheer - 02/09/2017,Weather related,Wildfire,414
SOM,Somalia,2017,24-07-17,Somalia: Flood - Bari - 24/07/2017,Weather related,Flood,200
SOM,Somalia,2017,01-05-17,Somalia: Flood - Woqooyi Galbeed - 01/05/2017,Weather related,Flood,10
SOM,Somalia,2017,01-11-17,Somalia: Flood - Banadir - 01/11/2017,Weather related,Flood,20
SOM,Somalia,2017,01-05-17,Somalia: Flood - Bakool - 01/05/2017,Weather related,Flood,100
SOM,Somalia,2017,01-05-17,Somalia: Flood - Middle Shabelle - 01/05/2017,Weather related,Flood,4129
SOM,Somalia,2017,01-11-17,"Somalia: Flood - Middle Juba, Lower Juba - 01/11/2017",Weather related,Flood,2602
SOM,Somalia,2017,01-01-17,Somalia: Drought - 01/01/2017,Weather related,Drought,891857
SRB,Serbia,2009,01-01-09,,Weather related,Extreme temperature,
SRB,Serbia,2009,01-01-09,,Weather related,Flood,
SRB,Serbia,2010,01-01-10,,Weather related,Extreme temperature,
SRB,Serbia,2010,01-01-10,,Weather related,Extreme temperature,
SRB,Serbia,2010,01-01-10,,Weather related,Flood,
SRB,Serbia,2010,01-01-10,,Weather related,Flood,
SRB,Serbia,2010,01-01-10,,Geophysical,Earthquake,1470
SRB,Serbia,2010,01-01-10,,Weather related,Flood,3000
SRB,Serbia,2013,18-04-13,,Weather related,Flood,67
SRB,Serbia,2013,15-03-13,,Weather related,Extreme temperature,20
SRB,Serbia,2013,14-03-13,,Weather related,Flood,5
SRB,Serbia,2013,26-04-13,,Weather related,Wildfire,2
SRB,Serbia,2013,25-02-13,"Bujanovac, P?inja District floods",Weather related,Flood,100
SRB,Serbia,2014,16-04-14,Lucani and Kursumlija flood,Weather related,Flood,503
SRB,Serbia,2014,01-01-14,North Serbia flood,Weather related,Flood,40
SRB,Serbia,2014,14-05-14,Balkan floods,Weather related,Flood,31879
SRB,Serbia,2014,16-09-14,Eastern Europe floods,Weather related,Flood,815
SRB,Serbia,2016,07-11-16,Kosovo Flood,Weather related,Flood,39
SRB,Serbia,2017,06-06-17,"Serbia: Flood - Uljima, Izbiste, ?u?ara - 06/06/2017",Weather related,Flood,42
SSD,South Sudan,2012,01-01-12,,Weather related,Flood,340000
SSD,South Sudan,2013,01-07-13,July-September Floods,Weather related,Flood,100000
SSD,South Sudan,2013,01-11-13,November Floods,Weather related,Flood,15783
SSD,South Sudan,2014,21-09-14,Flooding occurring across South sudan territory,Weather related,Flood,3000
SSD,South Sudan,2014,20-09-14,Severe floods in Warrap state,Weather related,Flood,30000
SSD,South Sudan,2014,05-10-14,South Sudan seasonsal floods,Weather related,Flood,24841
SSD,South Sudan,2014,14-10-14,Floods in Bor (Jonglei State),Weather related,Flood,4500
SSD,South Sudan,2014,07-03-14,U.N. Tomping Displacement Camp,Weather related,Storm,8000
SSD,South Sudan,2014,25-07-14,Severe floods in Unity state (July),Weather related,Flood,42000
SSD,South Sudan,2015,01-09-15,Jonglei state flood,Weather related,Flood,15000
SSD,South Sudan,2017,01-08-17,South Sudan: Flood - Boma - 01/08/2017,Weather related,Flood,71745
SSD,South Sudan,2017,15-09-17,"South Sudan: Flood - Upper Nile, Northern Bahr el Ghazal, Eastern Equatoria, Western Equatoria - 15/09/2017",Weather related,Flood,2000
SSD,South Sudan,2017,11-09-17,South Sudan: Flood - Bor - 11/09/2017,Weather related,Flood,980
SUR,Suriname,2013,05-01-13,,Weather related,Flood,300
SUR,Suriname,2017,26-02-17,Suriname - Flood - 27/02/2017,Weather related,Flood,6000
SVK,Slovak Republic,2010,01-01-10,,Weather related,Extreme temperature,
SVK,Slovak Republic,2010,01-01-10,,Weather related,Flood,
SVK,Slovak Republic,2010,01-01-10,,Weather related,Flood,
SWE,Sweden,2014,31-07-14,Vutmanland fire,Weather related,Wildfire,1000
SWE,Sweden,2015,05-09-15,?ebro County flood,Weather related,Flood,100
SXM,Sint Maarten (Dutch part),2017,27-08-17,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,12706
SYC,Seychelles,2013,01-02-13,,Weather related,Storm,1058
SYC,Seychelles,2014,24-01-14,Seychelles flood,Weather related,Flood,7
SYC,Seychelles,2016,18-04-16,Tropical Cyclone Fantala,Weather related,Storm,20
SYR,Syrian Arab Republic,2014,16-10-14,Bab Al Salam camp flooding,Weather related,Flood,2338
SYR,Syria,2017,15-05-17,Syria: Flood - Raqqa - 15/05/2017,Weather related,Flood,2280
TCA,Turks and Caicos Islands,2016,28-09-16,Hurricane Matthew,Weather related,Storm,50
TCA,Turks and Caicos Islands,2017,27-08-17,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,60
TCD,Chad,2008,20-07-08,,Weather related,Flood,10000
TCD,Chad,2009,01-01-09,,Weather related,Flood,4895
TCD,Chad,2009,01-01-09,,Weather related,Flood,900
TCD,Chad,2010,01-01-10,,Weather related,Flood,70000
TCD,Chad,2012,01-01-12,,Weather related,Flood,500000
TCD,Chad,2013,15-08-13,camp Mile flood,Weather related,Flood,10618
TCD,Chad,2013,15-08-13,August Floods,Weather related,Flood,77581
TCD,Chad,2014,25-05-14,Zafaye temporary camp flooding,Weather related,Flood,8872
TCD,Chad,2014,14-08-14,Flooding in the Salamat region,Weather related,Flood,1016
TCD,Chad,2016,01-05-16,Rainy season floods,Weather related,Storm,5650
TGO,Togo,2008,07-01-08,,Weather related,Flood,2000
TGO,Togo,2010,01-01-10,,Weather related,Flood,
TGO,Togo,2010,01-01-10,,Weather related,Flood,50000
TGO,Togo,2013,14-08-13,,Weather related,Flood,117
TGO,Togo,2015,02-06-15,Lome floods,Weather related,Flood,5000
TGO,Togo,2017,18-06-17,Togo: Flood - Lome - 18/06/2017,Weather related,Flood,50
THA,Thailand,2008,05-02-08,,Weather related,Storm,1000
THA,Thailand,2008,09-11-08,,Weather related,Flood,1680
THA,Thailand,2008,20-11-08,,Weather related,Flood,200000
THA,Thailand,2009,01-01-09,,Weather related,Flood,68000
THA,Thailand,2010,01-01-10,,Weather related,Flood,1000000
THA,Thailand,2011,01-01-11,,Geophysical,Earthquake,
THA,Thailand,2011,01-01-11,,Weather related,Flood,84000
THA,Thailand,2011,01-01-11,,Weather related,Flood,1500000
THA,Thailand,2011,01-01-11,Topical storm Juaning (Nock-ten),Weather related,Storm,60965
THA,Thailand,2012,01-01-12,,Weather related,Flood,3000
THA,Thailand,2012,01-01-12,,Weather related,Storm,400
THA,Thailand,2013,17-04-13,Surin province storm,Weather related,Storm,224
THA,Thailand,2013,20-11-13,Monsoon causing floods in Southern Thailand,Weather related,Flood,9828
THA,Thailand,2013,11-09-13,Trat province tropical storm,Weather related,Storm,96
THA,Thailand,2013,02-04-13,Nong Bua Lamphu province storm,Weather related,Storm,492
THA,Thailand,2013,23-09-13,Central Thailand floods caused by typhoon Wutip,Weather related,Flood,700
THA,Thailand,2013,17-04-13,Nakhon Si Thammarat province storm,Weather related,Storm,22
THA,Thailand,2013,09-10-13,Burinam,Weather related,Flood,1920
THA,Thailand,2014,18-12-14,Flood along the Thai-Malaysian border,Weather related,Flood,7900
THA,Thailand,2014,07-09-14,Northern Thai provinces flood,Weather related,Flood,1600
THA,Thailand,2014,07-04-14,Summer storm in Thai Northern and northeastern regions,Weather related,Storm,3200
THA,Thailand,2014,28-04-14,Summer storm in Nakhon Phanom and Lampang provinces,Weather related,Storm,1184
THA,Thailand,2014,10-11-14,Trang province floods,Weather related,Flood,1000
THA,Thailand,2014,01-06-14,Storm in the Northern and Northeastern provinces (Thailand),Weather related,Storm,1632
THA,Thailand,2014,14-03-14,"Storm in the Northern, Northeastern and Western regions (Thailand)",Weather related,Storm,678
THA,Thailand,2014,01-05-14,Storm across Buriram province,Weather related,Storm,5120
THA,Thailand,2014,14-03-14,"Storm in the Northern, Northeastern and Western regions (Thailand)",Weather related,Storm,1558
THA,Thailand,2014,15-05-14,Summer storm in Thai central provinces,Weather related,Storm,320
THA,Thailand,2014,01-04-14,Summer storm hit 9 provinces (Thailand),Weather related,Storm,3
THA,Thailand,2014,08-10-14,Flood affecting 6 provinces (Oct),Weather related,Flood,192
THA,Thailand,2014,22-10-14,Lam Huai Mae Wa river overflown,Weather related,Flood,640
THA,Thailand,2014,19-03-14,"Storm in the Northern, Northeastern and Western regions (Thailand)",Weather related,Storm,1488
THA,Thailand,2014,11-11-14,Trang flood,Weather related,Flood,640
THA,Thailand,2015,01-08-15,Yala province storm,Weather related,Storm,237
THA,Thailand,2016,30-12-16,Southern Floods (2nd wave),Weather related,Flood,750
THA,Thailand,2016,18-07-16,Nakhon Pathom storm,Weather related,Storm,480
THA,Thailand,2016,06-06-16,Southern storm,Weather related,Storm,138
THA,Thailand,2016,11-09-16,Typhoon Rai,Weather related,Storm,1532
THA,Thailand,2016,12-04-16,Chiang Rai wildfire,Weather related,Wildfire,182
THA,Thailand,2016,10-08-16,Northern provinces floods - THAILAND,Weather related,Flood,4800
THA,Thailand,2016,25-10-16,Phichit / Ayutthaya Storm,Weather related,Storm,1978
THA,Thailand,2016,29-08-16,September Flooding (first wave),Weather related,Flood,200
THA,Thailand,2016,05-04-16,Northern Hailstorm,Weather related,Storm,352
THA,Thailand,2016,20-04-16,Central and Northeast Storms,Weather related,Storm,1132
THA,Thailand,2016,19-09-16,Central and northern floods,Weather related,Flood,17722
THA,Thailand,2016,01-11-16,Western floods,Weather related,Flood,35
THA,Thailand,2016,01-12-16,Southern Floods (1st wave),Weather related,Flood,57000
THA,Thailand,2016,07-11-16,North and North East flooding,Weather related,Flood,2419
THA,Thailand,2016,09-05-16,Central and Northern storms,Weather related,Storm,960
THA,Thailand,2016,02-04-16,Uthai Thani local storm,Weather related,Storm,192
THA,Thailand,2016,24-01-16,Northern provinces cold wave,Weather related,Extreme temperature,288
THA,Thailand,2017,01-04-17,Central and Northern Thailand Storms,Weather related,Storm,896
THA,Thailand,2017,20-01-17,Thailand: Southern regions Floods - January 2017,Weather related,Flood,1935
THA,Thailand,2017,15-05-17,Thailand: Rainy Season (May-October/early Nov 2017),Weather related,Flood,7881
THA,Thailand,2017,11-09-17,"China, Malaysia, Philippines, Thailand, VietNam: Typhoon Doksuri - 11/9/2017",Weather related,Storm,546
THA,Thailand,2017,21-11-17,Thailand: Floods - Prachuap Khiri Khan - 21/11/2017,Weather related,Flood,960
THA,Thailand,2017,15-05-17,Northern provinces Flash Floods - 15/5/2017,Weather related,Flood,8800
THA,Thailand,2017,25-11-17,"Southern Thailand: Floods - Trang, Narathiwat, Nakhon Si Thammarat, Songkla, Pattani, Surat Thani, Phattalung - 25/11/2017",Weather related,Flood,29183
THA,Thailand,2017,21-07-17,"Cambodia, Laos, Thailand, Vietnam: Tropical Storm Sonca - July 2017",Weather related,Storm,170
TJK,Tajikistan,2008,01-01-08,,Weather related,Extreme temperature,
TJK,Tajikistan,2009,01-01-09,,Weather related,Flood,
TJK,Tajikistan,2010,01-01-10,,Weather related,Flood,25
TJK,Tajikistan,2010,01-01-10,,Weather related,Flood,850
TJK,Tajikistan,2010,01-01-10,,Geophysical,Earthquake,1134
TJK,Tajikistan,2011,01-01-11,,Geophysical,Earthquake,
TJK,Tajikistan,2011,01-01-11,,Weather related,Flood,
TJK,Tajikistan,2012,01-01-12,,Geophysical,Earthquake,6000
TJK,Tajikistan,2012,01-01-12,,Weather related,Flood,390
TJK,Tajikistan,2013,10-11-13,Rudaki and Vahdat Earthquake,Geophysical,Earthquake,655
TJK,Tajikistan,2014,10-05-14,Khatlon province flash floods and mudslides,Weather related,Wet mass movement,425
TJK,Tajikistan,2014,11-04-14,Floods and mudslides in the south of Tajikistan,Weather related,Flood,37
TJK,Tajikistan,2015,07-12-15,Murghob earthquake,Geophysical,Earthquake,1469
TJK,Tajikistan,2015,01-07-15,Gorno-Badakhshan and Rasht valley floods,Weather related,Flood,10000
TJK,Tajikistan,2016,01-07-16,Rasht District Earthquake,Geophysical,Earthquake,30
TJK,Tajikistan,2016,28-08-16,Tojikobod District Floods/Landslides,Weather related,Flood,2350
TJK,Tajikistan,2017,26-06-17,Rasht valley mudflows,Weather related,Wet mass movement,974
TJK,Tajikistan,2017,13-04-17,"Asht, Darvoz, Laksh, Roshtkala and Rasht floods",Weather related,Flood,3691
TKL,Ukraine,2011,01-01-11,,Weather related,Drought,
TLS,Timor-Leste,2013,13-03-13,Becora gale,Weather related,Storm,16
TLS,Timor-Leste,2013,04-03-13,Dili wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,07-01-13,Mehara wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,17-01-13,Babulu gale,Weather related,Storm,5
TLS,Timor-Leste,2013,31-03-13,Caicoli wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,16-10-13,Meti aut wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,26-05-13,Leoteala wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,05-05-13,Maumeta wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,30-06-13,Hera floods,Weather related,Flood,5
TLS,Timor-Leste,2013,09-01-13,Bobonaro gale,Weather related,Storm,11
TLS,Timor-Leste,2013,15-03-13,Oe-Leu wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,22-06-13,Suai Loro and Betano floods,Weather related,Flood,442
TLS,Timor-Leste,2013,04-04-13,Ai-Assa wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,03-07-13,Lelalai wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,18-05-13,Obulo wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,28-06-13,Mau-Ubu wildfire,Weather related,Wildfire,5
TLS,Timor-Leste,2013,17-10-13,Pairara landslide,Weather related,Wet mass movement,2
TLS,Timor-Leste,2013,19-06-13,Poetete wildfire,Weather related,Wildfire,11
TLS,Timor-Leste,2013,22-06-13,Suai floods,Weather related,Flood,63
TLS,Timor-Leste,2013,15-05-13,Bairro Pite landslide,Weather related,Wet mass movement,22
TLS,Timor-Leste,2013,19-10-13,Wailili wildfire,Weather related,Wildfire,28
TLS,Timor-Leste,2013,15-04-13,Maliana and Bobonaro wildfire,Weather related,Wildfire,16
TLS,Timor-Leste,2013,07-06-13,Seical flood,Weather related,Flood,36
TLS,Timor-Leste,2013,15-09-13,Dili September floods,Weather related,Flood,24
TLS,Timor-Leste,2013,28-10-13,Costa wildfire,Weather related,Wildfire,22
TLS,Timor-Leste,2013,05-01-13,Dili January flood,Weather related,Flood,355
TLS,Timor-Leste,2013,16-02-13,Dili February flood,Weather related,Flood,31
TLS,Timor-Leste,2013,02-11-13,Quelicai wildfire,Weather related,Wildfire,87
TLS,Timor-Leste,2013,12-07-13,Viqueque floods,Weather related,Flood,55
TLS,Timor-Leste,2013,04-03-13,Dili gale,Weather related,Storm,5
TLS,Timor-Leste,2014,21-08-14,Fire in ??hali (Fohoren suco) in Forohem sub-district of Covalima,Weather related,Wildfire,5
TLS,Timor-Leste,2014,15-09-14,Fire in Fatuk biti Klara (Fohoren suco) in Forohem sub-district of Covalima,Weather related,Wildfire,5
TLS,Timor-Leste,2014,13-09-14,Storm Lauala suco in Ermera sub-district of Ermera,Weather related,Storm,5
TLS,Timor-Leste,2014,08-09-14,Fire in Oecamau (Cassa suco) in Ainaro sub-district of Ainaro,Weather related,Wildfire,5
TLS,Timor-Leste,2014,08-09-14,Fire in??alau (Mau-nuno suco) in Ainaro sub-district of Ainaro,Weather related,Wildfire,5
TLS,Timor-Leste,2014,06-09-14,Fire in Buibau suco in Baucau sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,03-10-14,Fire in Aldeia Ailau (Suro-CraiK suco) in Ainaro sub-district of Ainaro,Weather related,Wildfire,16
TLS,Timor-Leste,2014,05-09-14,Storm Maucale (Gariuai suco) in Baucau sub-district of Baucau,Weather related,Storm,5
TLS,Timor-Leste,2014,19-09-14,Fire in Has-abut (Caraubalo suco) in Viqueque sub-district of Viqueque,Weather related,Wildfire,5
TLS,Timor-Leste,2014,30-08-14,Fire in Manulai (Wailili suco) in Baucau sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,28-08-14,Fire in Uacanasa (Ossoala suco) in Vemase sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,29-09-14,Fire in Aihou (Maubisse suco) in Maubisse sub-district of Ainaro,Weather related,Wildfire,5
TLS,Timor-Leste,2014,07-10-14,Fire in Aldeia Suhu (Lahane Oriental suco) in Nain Feto sub-district of Dili,Weather related,Wildfire,5
TLS,Timor-Leste,2014,10-10-14,Fire in Aldeia Wessa (Caraubalo suco) in Viqueque sub-district of Viqueque,Weather related,Wildfire,5
TLS,Timor-Leste,2014,16-09-14,Storm Mirtutu suco in Ermera sub-district of Ermera,Weather related,Storm,5
TLS,Timor-Leste,2014,23-03-14,Fire in Uaule (Locoliu suco) in Quelicai sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,20-08-14,Fire in Aldeia Cledik (Fatucahi suco) in Fatuberliu sub-district of Manufahi,Weather related,Wildfire,5
TLS,Timor-Leste,2014,18-08-14,Fire in Dausur (Leolima suco) in Haut-Udo sub-district of Ainaro,Weather related,Wildfire,5
TLS,Timor-Leste,2014,09-08-14,Fire in Becora suco in Cristo Rei sub-district on Dili,Weather related,Wildfire,5
TLS,Timor-Leste,2014,01-08-14,Fire in Uatulia ana (Fatulia suco) in Venilale sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,13-09-14,"Fire in Lissapat, Mau-Ubu, Urahou, Hatugau, Lauana, Haupu, Humboe and Cratai-Crais suco in Hatolia sub-district of Ermera",Weather related,Wildfire,464
TLS,Timor-Leste,2014,10-03-14,Mercado Suai Villa in Covalima fire,Weather related,Wildfire,795
TLS,Timor-Leste,2014,28-06-14,Dili tidal surge,Weather related,Storm,550
TLS,Timor-Leste,2014,17-01-14,"Storm in Afalocai, Lari Sula, Haeconi, Alaua Leten and Alaua Craic suco in Baguia sub-district of Baucau",Weather related,Storm,117
TLS,Timor-Leste,2014,23-01-14,Fire in Macadique suco in Watulari sub-district of Viqueque,Weather related,Wildfire,5
TLS,Timor-Leste,2014,27-03-14,Fire in Aldeia Selihasan (Betano suco) in Same sub-district of Manufahi,Weather related,Wildfire,5
TLS,Timor-Leste,2014,27-07-14,Fire in Aldeia Lena (Afaloicai suco) in Watulari sub-district of Viqueque,Weather related,Wildfire,5
TLS,Timor-Leste,2014,03-10-14,Fire in Aldeia Sebago in Ainaro,Weather related,Wildfire,5
TLS,Timor-Leste,2014,26-07-14,Fire in Lena (Afaloicai suco) in Baguia sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,02-09-14,Fires in Aldeia Faturasa (Faturasa suco) in Remexio sub-district of Aileu,Weather related,Wildfire,33
TLS,Timor-Leste,2014,03-10-14,Fire in Aldeia Kaibegolluli (Leoteala suco) in Liquica sub-district of Liquica,Weather related,Wildfire,28
TLS,Timor-Leste,2014,19-07-14,Fire in Maucale (Gariuai suco) in Baucau sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,19-09-14,Fire in Kamalpun (Lihu suco) in Railaco sub-district of Ermera,Weather related,Wildfire,22
TLS,Timor-Leste,2014,01-08-14,Fire in Uibobo (Bado Ho'o suco) in Venilale sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,06-08-14,Fire in Uaicana (Bado Ho'o suco) in Venilale sub-district of Baucau,Weather related,Wildfire,16
TLS,Timor-Leste,2014,08-10-14,Fire in Dausur (Fatucalo suco) in Turiscai sub-district of Manufahi,Weather related,Wildfire,22
TLS,Timor-Leste,2014,03-10-14,Fire in ??eia Mota Kiik (Hera suco) in Cristo Rei sub-district of Dili,Weather related,Wildfire,11
TLS,Timor-Leste,2014,21-09-14,Fire in Uluk Lolo (Lour suco) in Zumalai sub-district of Covalima,Weather related,Wildfire,11
TLS,Timor-Leste,2014,09-08-14,Fire in Aldeia perdidu (Comoro suco) in Dom Aleixo sub-district of Dili,Weather related,Wildfire,11
TLS,Timor-Leste,2014,09-08-14,Fire in Aldeia Nakalu (Lacumesac suco) in Laclo sub-district of Manatuto,Weather related,Wildfire,11
TLS,Timor-Leste,2014,23-01-14,Fire in Ossu de Cima suco in Ossu sub-district of Viqueque,Weather related,Wildfire,11
TLS,Timor-Leste,2014,19-07-14,Fire in ??-Cali (Gariuai suco) in Baucau sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,23-01-14,Storm Macadique suco in Watulari sub-district of Viqueque,Weather related,Storm,11
TLS,Timor-Leste,2014,27-01-14,Fire in Ossorua suco in Ossu sub-district of Viqueque,Weather related,Wildfire,5
TLS,Timor-Leste,2014,01-02-14,Fire in Aldeia Sesurai (Betano suco) in Same sub-district of Manufahi,Weather related,Wildfire,5
TLS,Timor-Leste,2014,14-03-14,Storm Becora suco in Cristo Rei sub-district on Dili,Weather related,Storm,5
TLS,Timor-Leste,2014,05-04-14,Fire in Roi (Tutuluro suco) in Same sub-district of Manufahi,Weather related,Wildfire,5
TLS,Timor-Leste,2014,05-04-14,Fire in Uaicadae (Ossu-huna suco) in Baguia sub-district Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,26-04-14,Fire in Fatubosa suco in Aileu Vila sub-district of Aileu,Weather related,Wildfire,5
TLS,Timor-Leste,2014,05-05-14,Fire in Aldeia Colidasi (Grotu suco) in Same sub-district of Manufahi,Weather related,Wildfire,5
TLS,Timor-Leste,2014,18-05-14,Fire in Aldeia Suriubu (Obulo suco) in Atsabe sub-district of Ermera,Weather related,Wildfire,5
TLS,Timor-Leste,2014,16-06-14,Fire in Comoro suco in Dom Aleixo sub-district of Dili,Weather related,Wildfire,5
TLS,Timor-Leste,2014,19-06-14,Storm Onosere (Buruma suco) in Baucau sub-district of Baucau,Weather related,Storm,5
TLS,Timor-Leste,2014,03-07-14,Storm ??eia Querema (Faturilau suco)  in Liquidoe sub-district of Aileu,Weather related,Storm,5
TLS,Timor-Leste,2014,03-07-14,Fire in Auraba (Sagadati suco) in Laga sub-district of Baucau,Weather related,Wildfire,5
TLS,Timor-Leste,2014,14-07-14,Fire in Aldeia Fatunaba (Dare suco) in Vera Cruz sub-district of Dili,Weather related,Wildfire,5
TLS,Timor-Leste,2015,12-02-15,Poetete gale,Weather related,Storm,6
TLS,Timor-Leste,2015,05-01-15,Ermera landslide and gale,Geophysical,Mass movement,39
TLS,Timor-Leste,2015,26-12-15,Poetete landslide,Weather related,Wet Mass Movement,6
TLS,Timor-Leste,2015,01-02-15,Comoro gale,Weather related,Storm,6
TLS,Timor-Leste,2015,12-02-15,Dili landslide and gale,Geophysical,Mass movement,28
TLS,Timor-Leste,2015,15-07-15,Lautem district flood,Weather related,Flood,129
TLS,Timor-Leste,2015,21-12-15,Baduro gale,Weather related,Storm,6
TLS,Timor-Leste,2015,28-01-15,Costa gale,Weather related,Storm,6
TLS,Timor-Leste,2015,08-07-15,Bobonaro flood,Weather related,Flood,28
TLS,Timor-Leste,2015,13-11-15,Liaruca gale,Weather related,Storm,6
TLS,Timor-Leste,2015,26-03-15,Lissapat gale,Weather related,Storm,6
TLS,Timor-Leste,2015,28-03-15,Lour gale,Weather related,Storm,6
TLS,Timor-Leste,2015,14-02-15,Lahuata flood,Weather related,Flood,28
TLS,Timor-Leste,2015,11-03-15,Becora landslide,Geophysical,Earthquake,11
TLS,Timor-Leste,2016,07-01-16,Lospalos and Baucau storm,Weather related,Storm,78
TLS,Timor-Leste,2016,02-02-16,Dili Flood,Weather related,Flood,34
TON,Tonga,2009,01-01-09,,Geophysical,Earthquake,
TON,Tonga,2011,01-01-11,,Geophysical,Earthquake,
